distribution_identifier,indice_tiempo,frec_temporal,alcance_tipo,alcance_id,alcance_nombre,sup_sembrada_algodon,sup_cosechada_algodon,prod_algodon,vbp_k_2004_textil_productos,vbp_k_2004_textil_confecciones,vbp_c_textil_productos,vbp_c_textil_confecciones,vab_k_2004_textil_productos,vab_k_2004_textil_confecciones,vab_c_textil_productos,vab_c_textil_confecciones,vab_ivf_textil_productos,vab_ivf_textil_confecciones,vab_ipi_textil_productos,vab_ipi_textil_confecciones,empleo_textil_productos,empleo_textil_confecciones,empresas_textil_productos,empresas_textil_confecciones,remuneracion_textil_productos,remuneracion_textil_confecciones,precio_fibra_algodon_c1/2,precio_indice_a
28.1,2010-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3409.125121,2939.279391,,
28.1,2010-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,5619.438376,4687.706742,,
28.1,2011-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3420.269246,2901.900621,,
28.1,2011-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3315.418308,2726.655659,,
28.1,2011-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4039.849524,2990.570106,,
28.1,2011-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3968.40206,2943.565448,,
28.1,2011-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4015.185696,3672.278165,,
28.1,2011-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,6338.220192,4822.382738,,
28.1,2011-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4301.584314,3532.351923,,
28.1,2011-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4387.774611,3821.813619,,
28.1,2011-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4259.503931,3655.339234,,
28.1,2011-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4553.993644,3653.097324,,
28.1,2011-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4620.233742,4188.838032,,
28.1,2011-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,7407.783828,5668.526913,,
28.1,2012-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,5126.327547,4535.148144,,
28.1,2012-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4627.687682,3636.769615,,
28.1,2012-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,5185.064874,4166.319089,,
28.1,2012-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4465.311084,4041.405839,,
28.1,2012-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4697.792609,4536.073946,,
28.1,2012-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,7961.413601,6432.786805,,
28.1,2012-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,5159.946331,4383.991479,,
28.1,2012-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,5167.511777,4773.456337,,
28.1,2012-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4885.200442,4300.255036,,
28.1,2012-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,7397.912742,4756.005413,,
28.1,2012-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,6134.563039,4640.05082,,
28.1,2012-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,10289.8441,8566.611248,,
28.1,2013-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,6406.696842,4534.084981,,
28.1,2013-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,6056.273234,4336.228106,,
28.1,2013-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,6266.288267,4993.895497,,
28.1,2013-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,6348.877759,5485.286148,,
28.1,2013-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,6433.75615,5961.397896,,
28.1,2013-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,10036.04737,8189.59859,,
28.1,2013-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,7498.069913,6238.45654,,
28.1,2013-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,7140.018379,6153.896688,,
28.1,2013-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,6895.17913,6033.900579,,
28.1,2013-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,7578.250493,6481.300539,,
28.1,2013-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,7682.695858,6599.660278,,
28.1,2013-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,12832.30661,11920.06792,,
28.1,2014-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,8634.036083,5048.317167,,
28.1,2014-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,7231.921853,6402.040763,,
28.1,2014-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,7969.027344,6617.348984,,
28.1,2014-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,8307.588214,7005.506381,,
28.1,2014-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,9631.174981,7742.951194,,
28.1,2014-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,13595.32185,10811.815,,
28.1,2014-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,9703.459665,8342.810759,,
28.1,2014-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,9508.231801,7671.33384,,
28.1,2014-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,9422.708876,8047.510403,,
28.1,2014-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,11163.10287,8728.488919,,
28.1,2014-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,10453.64502,8364.739192,,
28.1,2014-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,17888.24295,14505.71492,,
28.1,2015-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,11362.05506,7926.578642,,
28.1,2015-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,10543.43033,8271.326291,,
28.1,2015-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,11439.00781,8714.4178,,
28.1,2015-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,12100.80411,9547.115053,,
28.1,2015-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,11615.23761,9300.744787,,
28.1,2015-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,18919.37486,14652.98366,,
28.1,2015-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,13881.49422,10905.18661,,
28.1,2015-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,13307.49194,10063.21092,,
28.1,2015-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,12737.48675,10153.91135,,
28.1,2015-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,13970.69967,11054.60111,,
28.1,2015-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,14069.79381,10962.58776,,
28.1,2015-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,22231.64994,20550.13036,,
28.1,2016-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,16363.08724,8455.622835,,
28.1,2016-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,13338.97591,11020.11931,,
28.1,2016-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,15341.21868,11947.58346,,
28.1,2016-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,14503.38986,12356.82075,,
28.1,2016-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,14533.20903,12896.0186,,
28.1,2016-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,23860.78815,19643.94186,,
28.1,2016-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,16310.13621,14167.42138,,
28.1,2016-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,15886.17026,14565.83947,,
28.1,2016-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,15548.9618,14829.12078,,
28.1,2016-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,16675.56975,14673.80865,,
28.1,2016-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,16496.94672,18395.53491,,
28.1,2016-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,26025.73734,23341.30894,,
28.1,2017-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,19275.12822,14666.32528,,
28.1,2017-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,16791.97424,14601.53015,,
28.1,2017-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,17697.38809,16211.24217,,
28.1,2017-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,17658.12247,16279.10778,,
28.1,2017-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,18826.90665,17953.07587,,
28.1,2017-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,28956.68804,25272.60613,,
28.1,2017-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,21708.19537,18750.91058,,
28.1,2017-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,20109.05656,18564.05989,,
28.1,2017-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,19871.48169,17304.06541,,
28.1,2017-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,22467.55282,18943.54193,,
28.1,2017-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,21545.04997,20110.48057,,
28.1,2017-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,32693.31381,35828.30469,,
28.1,1995-01-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,533.308638,786.736628,,
28.1,1995-02-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,433.690318,580.170583,,
28.1,1995-03-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,461.22256,601.010292,,
28.1,1995-04-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,495.473528,689.884043,,
28.1,1995-05-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,529.839345,621.306667,,
28.1,1995-06-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,722.312009,945.081944,,
28.1,1995-07-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,486.69819,603.89844,,
28.1,1995-08-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,469.567155,605.929274,,
28.1,1995-09-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,494.186118,616.936261,,
28.1,1995-10-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,540.809386,687.497961,,
28.1,1995-11-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,531.187321,749.213131,,
28.1,1995-12-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,836.242804,1316.715309,,
28.1,1996-01-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,568.864256,752.768312,,
28.1,1996-02-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,469.72047,721.333165,,
28.1,1996-03-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,485.733348,564.477984,,
28.1,1996-04-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,536.022278,685.132794,,
28.1,1996-05-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,604.668006,994.105401,,
28.1,1996-06-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,808.806854,1142.971611,,
28.1,1996-07-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,545.97359,807.048089,,
28.1,1996-08-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,513.885548,705.185857,,
28.1,1996-09-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,507.555264,752.219344,,
28.1,1996-10-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,553.32496,771.755288,,
28.1,1996-11-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,540.681226,828.944286,,
28.1,1996-12-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,940.451699,1411.34,,
28.1,1997-01-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,542.524924,829.968205,,
28.1,1997-02-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,500.406559,630.092778,,
28.1,1997-03-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,496.327003,629.95703,,
28.1,1997-04-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,510.823539,649.05802,,
28.1,1997-05-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,552.960454,693.988061,,
28.1,1997-06-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,740.206908,907.221077,,
28.1,1997-07-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,548.457294,681.647824,,
28.1,1997-08-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,539.428268,632.872621,,
28.1,1997-09-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,564.448207,714.867154,,
28.1,1997-10-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,579.622936,730.870855,,
28.1,1997-11-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,618.680412,767.248365,,
28.1,1997-12-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,970.091782,1055.429884,,
28.1,1998-01-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,630.66865,1034.847368,,
28.1,1998-02-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,547.288853,655.555056,,
28.1,1998-03-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,540.684679,583.323417,,
28.1,1998-04-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,496.601871,565.324748,,
28.1,1998-05-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,509.164779,537.968129,,
28.1,1998-06-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,760.779112,898.295906,,
28.1,1998-07-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,546.942717,645.58731,,
28.1,1998-08-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,555.86156,578.980347,,
28.1,1998-09-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,587.672304,676.420909,,
28.1,1998-10-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,578.175342,683.552167,,
28.1,1998-11-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,599.434469,655.4685,,
28.1,1998-12-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,978.360973,952.383119,,
28.1,1999-01-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,595.200096,711.205981,,
28.1,1999-02-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,581.432396,643.83381,,
28.1,1999-03-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,555.239674,541.570725,,
28.1,1999-04-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,530.908019,575.091391,,
28.1,1999-05-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,595.599462,551.652342,,
28.1,1999-06-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,842.431308,678.83566,,
28.1,1999-07-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,612.654705,611.399322,,
28.1,1999-08-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,597.047337,700.756106,,
28.1,1999-09-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,573.82368,682.534706,,
28.1,1999-10-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,591.69304,727.210211,,
28.1,1999-11-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,604.585444,682.803854,,
28.1,1999-12-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,931.272871,803.984891,,
28.1,2000-01-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,676.516437,650.371319,,
28.1,2000-02-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,593.269922,551.332558,,
28.1,2000-03-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,549.311412,524.867391,,
28.1,2000-04-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,558.916784,531.154595,,
28.1,2000-05-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,561.479641,520.09034,,
28.1,2000-06-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,780.843807,600.292042,,
28.1,2000-07-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,603.313995,602.739174,,
28.1,2000-08-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,619.63521,672.494,,
28.1,2000-09-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,594.043234,852.4635,,
28.1,2000-10-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,612.193898,415.694783,,
28.1,2000-11-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,593.48918,678.094419,,
28.1,2000-12-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,1004.840277,740.141389,,
28.1,2001-01-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,637.944512,674.100274,,
28.1,2001-02-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,547.504481,637.153684,,
28.1,2001-03-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,532.416163,570.226533,,
28.1,2001-04-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,549.384051,646.946933,,
28.1,2001-05-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,575.666156,401.150081,,
28.1,2001-06-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,781.301826,524.600606,,
28.1,2001-07-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,592.121318,654.811875,,
28.1,2001-08-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,660.443499,701.964675,,
28.1,2001-09-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,531.542677,668.74411,,
28.1,2001-10-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,578.760538,571.344203,,
28.1,2001-11-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,576.41109,536.355942,,
28.1,2001-12-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,899.84345,716.519118,,
28.1,2002-01-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,605.68226,672.341765,,
28.1,2002-02-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,562.152358,500.07459,,
28.1,2002-03-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,543.034589,401.385,,
28.1,2002-04-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,508.979218,485.635104,,
28.1,2002-05-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,536.964309,433.560168,,
28.1,2002-06-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,738.225751,545.93563,,
28.1,2002-07-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,559.621145,603.136286,,
28.1,2002-08-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,623.037609,567.935634,,
28.1,2002-09-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,698.08595,626.148125,,
28.1,2002-10-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,649.36699,639.214237,,
28.1,2002-11-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,630.619871,613.055536,,
28.1,2002-12-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,964.287744,769.042857,,
28.1,2003-01-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,689.360648,768.517347,,
28.1,2003-02-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,664.615477,501.388736,,
28.1,2003-03-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,655.639447,567.293111,,
28.1,2003-04-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,626.839541,535.428198,,
28.1,2003-05-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,670.626644,538.011743,,
28.1,2003-06-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,871.80626,678.420206,,
28.1,2003-07-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,663.461494,643.942466,,
28.1,2003-08-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,723.791166,719.754247,,
28.1,2003-09-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,748.547745,797.859324,,
28.1,2003-10-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,777.129128,735.094559,,
28.1,2003-11-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,765.706369,778.861846,,
28.1,2003-12-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,1224.5926,1023.744833,,
28.1,2004-01-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,887.767397,926.043529,,
28.1,2004-02-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,889.713556,600.538505,,
28.1,2004-03-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,954.398709,729.312712,,
28.1,2004-04-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,907.257562,764.534297,,
28.1,2004-05-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,912.079869,728.032126,,
28.1,2004-06-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,1309.629606,949.145238,,
28.1,2004-07-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,897.157834,734.416471,,
28.1,2004-08-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,963.0522,778.831963,,
28.1,2004-09-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,916.419364,886.271698,,
28.1,2004-10-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,927.884371,773.12,,
28.1,2004-11-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,967.40411,1095.708917,,
28.1,2004-12-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,1411.152906,1138.538438,,
28.1,2005-01-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,1098.689399,1206.201864,,
28.1,2005-02-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,939.009424,773.096364,,
28.1,2005-03-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,1020.038152,968.469385,,
28.1,2005-04-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,969.956284,1049.085,,
28.1,2005-05-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,1031.529161,1129.766074,,
28.1,2005-06-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,1418.75259,1273.35078,,
28.1,2005-07-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,1041.969174,1210.286176,,
28.1,2005-08-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,1086.41578,1047.490949,,
28.1,2005-09-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,1101.914137,1021.894048,,
28.1,2005-10-01,mensual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,1153.088131,1062.163267,,
